,Date,Institution Name (RSSD ID),Location,Rank,Total Assets
1387,6/30/2013,"HAWAIIAN ELECTRIC INDUSTRIES, INC. (3842957)","HONOLULU, HI",104,10238145
1388,3/31/2013,JPMORGAN CHASE & CO. (1039502),"NEW YORK, NY",1,2389349000
1389,3/31/2013,BANK OF AMERICA CORPORATION (1073757),"CHARLOTTE, NC",2,2176625000
1390,3/31/2013,CITIGROUP INC. (1951350),"NEW YORK, NY",3,1881734000
1391,3/31/2013,WELLS FARGO & COMPANY (1120754),"SAN FRANCISCO, CA",4,1436634000
1392,3/31/2013,"GOLDMAN SACHS GROUP, INC., THE (2380443)","NEW YORK, NY",5,959426000
1393,3/31/2013,MORGAN STANLEY (2162966),"NEW YORK, NY",6,801383000
1394,3/31/2013,GENERAL ELECTRIC CAPITAL CORPORATION (1631915),"NORWALK, CT",7,537952605
1395,3/31/2013,"BANK OF NEW YORK MELLON CORPORATION, THE (3587146)","NEW YORK, NY",8,355984000
1396,3/31/2013,U.S. BANCORP (1119794),"MINNEAPOLIS, MN",9,355447000
1397,3/31/2013,HSBC NORTH AMERICA HOLDINGS INC. (3232316),"NEW YORK, NY",10,301737107
1398,3/31/2013,"PNC FINANCIAL SERVICES GROUP, INC., THE (1069778)","PITTSBURGH, PA",11,300945933
1399,3/31/2013,CAPITAL ONE FINANCIAL CORPORATION (2277860),"MCLEAN, VA",12,300293699
1400,3/31/2013,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA (1607170),"NEW YORK, NY",13,239972203
1401,3/31/2013,TD BANK US HOLDING COMPANY (1249196),"PORTLAND, ME",14,222716131
1402,3/31/2013,STATE STREET CORPORATION (1111435),"BOSTON, MA",15,217852811
1403,3/31/2013,"PRINCIPAL FINANCIAL GROUP, INC. (3853449)","DES MOINES, IA",16,200762850
1404,3/31/2013,BB&T CORPORATION (1074156),"WINSTON SALEM, NC",17,180836757
1405,3/31/2013,"SUNTRUST BANKS, INC. (1131787)","ATLANTA, GA",18,172527629
1406,3/31/2013,NATIONWIDE MUTUAL INSURANCE COMPANY (3828072),"COLUMBUS, OH",19,171812600
1407,3/31/2013,ALLY FINANCIAL INC. (1562859),"DETROIT, MI",20,166199000
1408,3/31/2013,AMERICAN EXPRESS COMPANY (1275216),"NEW YORK, NY",21,156903000
1409,3/31/2013,"CHARLES SCHWAB CORPORATION, THE (1026632)","SAN FRANCISCO, CA",22,133324000
1410,3/31/2013,"RBS CITIZENS FINANCIAL GROUP, INC. (1132449)","PROVIDENCE, RI",23,126322821
1411,3/31/2013,BMO FINANCIAL CORP. (1245415),"WILMINGTON, DE",24,122361785
1412,3/31/2013,FIFTH THIRD BANCORP (1070345),"CINCINNATI, OH",25,120789641
1413,3/31/2013,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY (3840207),"BLOOMINGTON, IL",26,120085692
1414,3/31/2013,UNITED SERVICES AUTOMOBILE ASSOCIATION (1447376),"SAN ANTONIO, TX",27,119886059
1415,3/31/2013,REGIONS FINANCIAL CORPORATION (3242838),"BIRMINGHAM, AL",28,119717632
1416,3/31/2013,UNIONBANCAL CORPORATION (1378434),"SAN FRANCISCO, CA",29,96959643
1417,3/31/2013,NORTHERN TRUST CORPORATION (1199611),"CHICAGO, IL",30,93156775
1418,3/31/2013,KEYCORP (1068025),"CLEVELAND, OH",31,89441210
1419,3/31/2013,M&T BANK CORPORATION (1037003),"BUFFALO, NY",32,82794833
1420,3/31/2013,"SANTANDER HOLDINGS USA, INC. (3981856)","BOSTON, MA",33,82733574
1421,3/31/2013,THRIVENT FINANCIAL FOR LUTHERANS (3173736),"MINNEAPOLIS, MN",34,79537291
1422,3/31/2013,BANCWEST CORPORATION (1025608),"HONOLULU, HI",35,78851727
1423,3/31/2013,DISCOVER FINANCIAL SERVICES (3846375),"RIVERWOODS, IL",36,76139250
1424,3/31/2013,DEUTSCHE BANK TRUST CORPORATION (1032473),"NEW YORK, NY",37,75523000
1425,3/31/2013,"BBVA USA BANCSHARES, INC. (1078529)","HOUSTON, TX",38,69639420
1426,3/31/2013,COMERICA INCORPORATED (1199844),"DALLAS, TX",39,64975279
1427,3/31/2013,HUNTINGTON BANCSHARES INCORPORATED (1068191),"COLUMBUS, OH",40,56054966
1428,3/31/2013,ZIONS BANCORPORATION (1027004),"SALT LAKE CITY, UT",41,54110564
1429,3/31/2013,"UTRECHT-AMERICA HOLDINGS, INC. (2307280)","NEW YORK, NY",42,48613134
1430,3/31/2013,E*TRADE FINANCIAL CORPORATION (3412583),"NEW YORK, NY",43,44966314
1431,3/31/2013,CIT GROUP INC. (1036967),"LIVINGSTON, NJ",44,44563888
1432,3/31/2013,"NEW YORK COMMUNITY BANCORP, INC. (2132932)","WESTBURY, NY",45,44511718
1433,3/31/2013,"HUDSON CITY BANCORP, INC. (2367556)","PARAMUS, NJ",46,40283892
1434,3/31/2013,"POPULAR, INC. (1129382)","SAN JUAN, PR",47,36943000
1435,3/31/2013,"FIRST NIAGARA FINANCIAL GROUP, INC. (2648693)","BUFFALO, NY",48,36887625
1436,3/31/2013,MUTUAL OF OMAHA INSURANCE COMPANY (1583836),"OMAHA, NE",49,31422988
1437,3/31/2013,"PEOPLE'S UNITED FINANCIAL, INC. (3650152)","BRIDGEPORT, CT",50,30581737
1438,3/31/2013,JOHN DEERE CAPITAL CORPORATION (3843075),"RENO, NV",51,29028299
1439,3/31/2013,BOK FINANCIAL CORPORATION (1883693),"TULSA, OK",52,27442638
1440,3/31/2013,CITY NATIONAL CORPORATION (1027518),"LOS ANGELES, CA",53,27433754
1441,3/31/2013,SYNOVUS FINANCIAL CORP. (1078846),"COLUMBUS, GA",54,26212879
1442,3/31/2013,IMB HOLDCO LLC (3923614),"PASADENA, CA",55,25416957
1443,3/31/2013,FIRST HORIZON NATIONAL CORPORATION (1094640),"MEMPHIS, TN",56,25167457
1444,3/31/2013,"SCOTTRADE FINANCIAL SERVICES, INC. (3242735)","TOWN AND COUNTRY, MO",57,24765823
1445,3/31/2013,ASSOCIATED BANC-CORP (1199563),"GREEN BAY, WI",58,23277768
1446,3/31/2013,"EAST WEST BANCORP, INC. (2734233)","PASADENA, CA",59,23102005
1447,3/31/2013,SVB FINANCIAL GROUP (1031449),"SANTA CLARA, CA",60,22802242
1448,3/31/2013,"RAYMOND JAMES FINANCIAL, INC. (3815157)","SAINT PETERSBURG, FL",61,22735145
1449,3/31/2013,"CULLEN/FROST BANKERS, INC. (1102367)","SAN ANTONIO, TX",62,22560339
1450,3/31/2013,"COMMERCE BANCSHARES, INC. (1049341)","KANSAS CITY, MO",63,22240695
1451,3/31/2013,"FIRST CITIZENS BANCSHARES, INC. (1075612)","RALEIGH, NC",64,21351012
1452,3/31/2013,"MACY'S, INC. (4103310)","CINCINNATI, OH",65,20991349
1453,3/31/2013,WEBSTER FINANCIAL CORPORATION (1145476),"WATERBURY, CT",66,20116020
1454,3/31/2013,BARCLAYS DELAWARE HOLDINGS LLC (2938451),"WILMINGTON, DE",67,19610828
1455,3/31/2013,HANCOCK HOLDING COMPANY (1086533),"GULFPORT, MS",68,19092456
1456,3/31/2013,AMERITAS MUTUAL HOLDING COMPANY (3910641),"LINCOLN, NE",69,18833506
1457,3/31/2013,TCF FINANCIAL CORPORATION (2389941),"WAYZATA, MN",70,18540469
1458,3/31/2013,EVERBANK FINANCIAL CORP (3838857),"JACKSONVILLE, FL",71,18306488
1459,3/31/2013,"SUSQUEHANNA BANCSHARES, INC. (1117156)","LITITZ, PA",72,17967174
1460,3/31/2013,WINTRUST FINANCIAL CORPORATION (2260406),"ROSEMONT, IL",73,17074247
1461,3/31/2013,FULTON FINANCIAL CORPORATION (1117129),"LANCASTER, PA",74,16659671
1462,3/31/2013,ASTORIA FINANCIAL CORPORATION (2504128),"LAKE SUCCESS, NY",75,16210524
1463,3/31/2013,VALLEY NATIONAL BANCORP (1048773),"WAYNE, NJ",76,16028703
1464,3/31/2013,"FIRST NATIONAL OF NEBRASKA, INC. (1020902)","OMAHA, NE",77,15890934
1465,3/31/2013,UMB FINANCIAL CORPORATION (1049828),"KANSAS CITY, MO",78,15705470
1466,3/31/2013,FIRSTMERIT CORPORATION (1070804),"AKRON, OH",79,15273159
1467,3/31/2013,"PROSPERITY BANCSHARES, INC. (1109599)","HOUSTON, TX",80,15085425
1468,3/31/2013,"FRANKLIN RESOURCES, INC. (1246216)","SAN MATEO, CA",81,14710099
1469,3/31/2013,"ARVEST BANK GROUP, INC. (1095674)","BENTONVILLE, AR",82,14294687
1470,3/31/2013,BANK OF HAWAII CORPORATION (1025309),"HONOLULU, HI",83,13563474
1471,3/31/2013,"BANCORPSOUTH, INC. (1097614)","TUPELO, MS",84,13395806
1472,3/31/2013,"PRIVATEBANCORP, INC. (1839319)","CHICAGO, IL",85,13372230
1473,3/31/2013,"WASHINGTON FEDERAL, INC. (3065617)","SEATTLE, WA",86,13115833
1474,3/31/2013,"FLAGSTAR BANCORP, INC. (3852022)","TROY, MI",87,13094150
1475,3/31/2013,FIRSTBANK HOLDING COMPANY (1060627),"LAKEWOOD, CO",88,13078898
1476,3/31/2013,FIRST BANCORP (2744894),"SAN JUAN, PR",89,13005877
1477,3/31/2013,IBERIABANK CORPORATION (2291914),"LAFAYETTE, LA",90,12951199
1478,3/31/2013,"INVESTORS BANCORP, MHC (2477754)","SHORT HILLS, NJ",91,12890433
1479,3/31/2013,"BANKUNITED, INC. (4028712)","MIAMI LAKES, FL",92,12745930
1480,3/31/2013,MODERN WOODMEN OF AMERICA (3057395),"ROCK ISLAND, IL",93,12695879
1481,3/31/2013,F.N.B. CORPORATION (3005332),"HERMITAGE, PA",94,11997990
1482,3/31/2013,TRUSTMARK CORPORATION (1079562),"JACKSON, MS",95,11850515
1483,3/31/2013,INTERNATIONAL BANCSHARES CORPORATION (1104231),"LAREDO, TX",96,11520172
1484,3/31/2013,UMPQUA HOLDINGS CORPORATION (2747644),"PORTLAND, OR",97,11500124
1485,3/31/2013,"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC (3828036)","CLEVELAND, OH",98,11121723
1486,3/31/2013,"CENTRAL BANCOMPANY, INC (1094314)","JEFFERSON CITY, MO",99,10577894
1487,3/31/2013,CATHAY GENERAL BANCORP (1843080),"LOS ANGELES, CA",100,10520715
1488,3/31/2013,MIDLAND FINANCIAL CO. (2568278),"OKLAHOMA CITY, OK",101,10441287
1489,3/31/2013,"HAWAIIAN ELECTRIC INDUSTRIES, INC. (3842957)","HONOLULU, HI",102,10298569
1490,3/31/2013,"TEXAS CAPITAL BANCSHARES, INC. (2706735)","DALLAS, TX",103,10020871
1491,12/31/2012,JPMORGAN CHASE & CO. (1039502),"NEW YORK, NY",1,2359141000
1492,12/31/2012,BANK OF AMERICA CORPORATION (1073757),"CHARLOTTE, NC",2,2212004452
1493,12/31/2012,CITIGROUP INC. (1951350),"NEW YORK, NY",3,1864660000
1494,12/31/2012,WELLS FARGO & COMPANY (1120754),"SAN FRANCISCO, CA",4,1422968000
1495,12/31/2012,"GOLDMAN SACHS GROUP, INC., THE (2380443)","NEW YORK, NY",5,938770000
1496,12/31/2012,MORGAN STANLEY (2162966),"NEW YORK, NY",6,780960000
1497,12/31/2012,GENERAL ELECTRIC CAPITAL CORPORATION (1631915),"NORWALK, CT",7,548771829
1498,12/31/2012,"BANK OF NEW YORK MELLON CORPORATION, THE (3587146)","NEW YORK, NY",8,359301000
1499,12/31/2012,U.S. BANCORP (1119794),"MINNEAPOLIS, MN",9,353855000
1500,12/31/2012,HSBC NORTH AMERICA HOLDINGS INC. (3232316),"NEW YORK, NY",10,313680754
1501,12/31/2012,CAPITAL ONE FINANCIAL CORPORATION (2277860),"MCLEAN, VA",11,313040688
1502,12/31/2012,"PNC FINANCIAL SERVICES GROUP, INC., THE (1069778)","PITTSBURGH, PA",12,305285879
1503,12/31/2012,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA (1607170),"NEW YORK, NY",13,237037712
1504,12/31/2012,STATE STREET CORPORATION (1111435),"BOSTON, MA",14,222229483
1505,12/31/2012,TD BANK US HOLDING COMPANY (1249196),"PORTLAND, ME",15,218916640
1506,12/31/2012,BB&T CORPORATION (1074156),"WINSTON SALEM, NC",16,183872371
1507,12/31/2012,ALLY FINANCIAL INC. (1562859),"DETROIT, MI",17,182347000
1508,12/31/2012,"SUNTRUST BANKS, INC. (1131787)","ATLANTA, GA",18,173566088
1509,12/31/2012,NATIONWIDE MUTUAL INSURANCE COMPANY (3828072),"COLUMBUS, OH",19,168343642
1510,12/31/2012,"PRINCIPAL FINANCIAL GROUP, INC. (3853449)","DES MOINES, IA",20,161926542
1511,12/31/2012,AMERICAN EXPRESS COMPANY (1275216),"NEW YORK, NY",21,153418000
1512,12/31/2012,"CHARLES SCHWAB CORPORATION, THE (1026632)","SAN FRANCISCO, CA",22,133637000
1513,12/31/2012,"RBS CITIZENS FINANCIAL GROUP, INC. (1132449)","PROVIDENCE, RI",23,127411731
1514,12/31/2012,FIFTH THIRD BANCORP (1070345),"CINCINNATI, OH",24,121500604
1515,12/31/2012,REGIONS FINANCIAL CORPORATION (3242838),"BIRMINGHAM, AL",25,121347388
1516,12/31/2012,BMO FINANCIAL CORP. (1245415),"WILMINGTON, DE",26,116109476
1517,12/31/2012,UNITED SERVICES AUTOMOBILE ASSOCIATION (1447376),"SAN ANTONIO, TX",27,115747377
1518,12/31/2012,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY (3840207),"BLOOMINGTON, IL",28,114933159
1519,12/31/2012,NORTHERN TRUST CORPORATION (1199611),"CHICAGO, IL",29,97463845
1520,12/31/2012,UNIONBANCAL CORPORATION (1378434),"SAN FRANCISCO, CA",30,96992464
1521,12/31/2012,KEYCORP (1068025),"CLEVELAND, OH",31,89425613
1522,12/31/2012,"SANTANDER HOLDINGS USA, INC. (3981856)","BOSTON, MA",32,85790202
1523,12/31/2012,M&T BANK CORPORATION (1037003),"BUFFALO, NY",33,82985468
1524,12/31/2012,BANCWEST CORPORATION (1025608),"HONOLULU, HI",34,79869488
1525,12/31/2012,THRIVENT FINANCIAL FOR LUTHERANS (3173736),"MINNEAPOLIS, MN",35,77444933
1526,12/31/2012,DEUTSCHE BANK TRUST CORPORATION (1032473),"NEW YORK, NY",36,74148000
1527,12/31/2012,DISCOVER FINANCIAL SERVICES (3846375),"RIVERWOODS, IL",37,73491315
1528,12/31/2012,"BBVA USA BANCSHARES, INC. (1078529)","HOUSTON, TX",38,69105796
1529,12/31/2012,COMERICA INCORPORATED (1199844),"DALLAS, TX",39,65398175
1530,12/31/2012,HUNTINGTON BANCSHARES INCORPORATED (1068191),"COLUMBUS, OH",40,56153185
1531,12/31/2012,ZIONS BANCORPORATION (1027004),"SALT LAKE CITY, UT",41,55511918
1532,12/31/2012,"UTRECHT-AMERICA HOLDINGS, INC. (2307280)","NEW YORK, NY",42,48642000
1533,12/31/2012,E*TRADE FINANCIAL CORPORATION (3412583),"NEW YORK, NY",43,47386739
1534,12/31/2012,"NEW YORK COMMUNITY BANCORP, INC. (2132932)","WESTBURY, NY",44,44149466
1535,12/31/2012,CIT GROUP INC. (1036967),"LIVINGSTON, NJ",45,44012251
1536,12/31/2012,"HUDSON CITY BANCORP, INC. (2367556)","PARAMUS, NJ",46,40596341
1537,12/31/2012,"FIRST NIAGARA FINANCIAL GROUP, INC. (2648693)","BUFFALO, NY",47,36912808
1538,12/31/2012,"POPULAR, INC. (1129382)","SAN JUAN, PR",48,36508000
1539,12/31/2012,MUTUAL OF OMAHA INSURANCE COMPANY (1583836),"OMAHA, NE",49,30993057
1540,12/31/2012,"PEOPLE'S UNITED FINANCIAL, INC. (3650152)","BRIDGEPORT, CT",50,30317936
1541,12/31/2012,CITY NATIONAL CORPORATION (1027518),"LOS ANGELES, CA",51,28618492
1542,12/31/2012,BOK FINANCIAL CORPORATION (1883693),"TULSA, OK",52,28146503
1543,12/31/2012,JOHN DEERE CAPITAL CORPORATION (3843075),"RENO, NV",53,27844699
1544,12/31/2012,SYNOVUS FINANCIAL CORP. (1078846),"COLUMBUS, GA",54,26760012
1545,12/31/2012,IMB HOLDCO LLC (3923614),"PASADENA, CA",55,25938843
1546,12/31/2012,FIRST HORIZON NATIONAL CORPORATION (1094640),"MEMPHIS, TN",56,25521022
1547,12/31/2012,"SCOTTRADE FINANCIAL SERVICES, INC. (3242735)","TOWN AND COUNTRY, MO",57,25125736
1548,12/31/2012,ASSOCIATED BANC-CORP (1199563),"GREEN BAY, WI",58,23487735
1549,12/31/2012,"CULLEN/FROST BANKERS, INC. (1102367)","SAN ANTONIO, TX",59,23205702
1550,12/31/2012,SVB FINANCIAL GROUP (1031449),"SANTA CLARA, CA",60,22766602
1551,12/31/2012,"EAST WEST BANCORP, INC. (2734233)","PASADENA, CA",61,22536282
1552,12/31/2012,"RAYMOND JAMES FINANCIAL, INC. (3815157)","SAINT PETERSBURG, FL",62,22275971
1553,12/31/2012,"MACY'S, INC. (4103310)","CINCINNATI, OH",63,22270036
1554,12/31/2012,"COMMERCE BANCSHARES, INC. (1049341)","KANSAS CITY, MO",64,22176815
1555,12/31/2012,"FIRST CITIZENS BANCSHARES, INC. (1075612)","RALEIGH, NC",65,21283651
1556,12/31/2012,W.R. BERKLEY CORPORATION (3065541),"GREENWICH, CT",66,20155896
1557,12/31/2012,WEBSTER FINANCIAL CORPORATION (1145476),"WATERBURY, CT",67,20152255
1558,12/31/2012,HANCOCK HOLDING COMPANY (1086533),"GULFPORT, MS",68,19523765
1559,12/31/2012,BARCLAYS DELAWARE HOLDINGS LLC (2938451),"WILMINGTON, DE",69,18981340
1560,12/31/2012,AMERITAS MUTUAL HOLDING COMPANY (3910641),"LINCOLN, NE",70,18502196
1561,12/31/2012,TCF FINANCIAL CORPORATION (2389941),"WAYZATA, MN",71,18281032
1562,12/31/2012,EVERBANK FINANCIAL CORP (3838857),"JACKSONVILLE, FL",72,18242878
1563,12/31/2012,"SUSQUEHANNA BANCSHARES, INC. (1117156)","LITITZ, PA",73,18037667
1564,12/31/2012,WINTRUST FINANCIAL CORPORATION (2260406),"ROSEMONT, IL",74,17519613
1565,12/31/2012,FULTON FINANCIAL CORPORATION (1117129),"LANCASTER, PA",75,16509261
1566,12/31/2012,ASTORIA FINANCIAL CORPORATION (2504128),"LAKE SUCCESS, NY",76,16496642
1567,12/31/2012,"FIRST NATIONAL OF NEBRASKA, INC. (1020902)","OMAHA, NE",77,16409360
1568,12/31/2012,VALLEY NATIONAL BANCORP (1048773),"WAYNE, NJ",78,16012646
1569,12/31/2012,UMB FINANCIAL CORPORATION (1049828),"KANSAS CITY, MO",79,14927196
1570,12/31/2012,FIRSTMERIT CORPORATION (1070804),"AKRON, OH",80,14916022
1571,12/31/2012,"PROSPERITY BANCSHARES, INC. (1109599)","HOUSTON, TX",81,14601394
1572,12/31/2012,"FRANKLIN RESOURCES, INC. (1246216)","SAN MATEO, CA",82,14261070
1573,12/31/2012,"FLAGSTAR BANCORP, INC. (3852022)","TROY, MI",83,14082012
1574,12/31/2012,"PRIVATEBANCORP, INC. (1839319)","CHICAGO, IL",84,14057515
1575,12/31/2012,BANK OF HAWAII CORPORATION (1025309),"HONOLULU, HI",85,13789923
1576,12/31/2012,"BANCORPSOUTH, INC. (1097614)","TUPELO, MS",86,13401898
1577,12/31/2012,"ARVEST BANK GROUP, INC. (1095674)","BENTONVILLE, AR",87,13233050
1578,12/31/2012,IBERIABANK CORPORATION (2291914),"LAFAYETTE, LA",88,13129678
1579,12/31/2012,"WASHINGTON FEDERAL, INC. (3065617)","SEATTLE, WA",89,13106842
1580,12/31/2012,FIRST BANCORP (2744894),"SAN JUAN, PR",90,13099741
1581,12/31/2012,FIRSTBANK HOLDING COMPANY (1060627),"LAKEWOOD, CO",91,12874974
1582,12/31/2012,"INVESTORS BANCORP, MHC (2477754)","SHORT HILLS, NJ",92,12765099
1583,12/31/2012,MODERN WOODMEN OF AMERICA (3057395),"ROCK ISLAND, IL",93,12385909
1584,12/31/2012,"BANKUNITED, INC. (4028712)","MIAMI LAKES, FL",94,12375953
1585,12/31/2012,F.N.B. CORPORATION (3005332),"HERMITAGE, PA",95,12023976
1586,12/31/2012,INTERNATIONAL BANCSHARES CORPORATION (1104231),"LAREDO, TX",96,11882673
1587,12/31/2012,UMPQUA HOLDINGS CORPORATION (2747644),"PORTLAND, OR",97,11804699
1588,12/31/2012,"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC (3828036)","CLEVELAND, OH",98,11379590
1589,12/31/2012,CATHAY GENERAL BANCORP (1843080),"LOS ANGELES, CA",99,10694089
1590,12/31/2012,"TEXAS CAPITAL BANCSHARES, INC. (2706735)","DALLAS, TX",100,10540873
1591,12/31/2012,"HAWAIIAN ELECTRIC INDUSTRIES, INC. (3842957)","HONOLULU, HI",101,10149132
